codigo;Empresa;cnpj;estreia_bolsa;funcionarios;fundada;papeis_empresa;cotacao;rent_mes;rent_3_meses;rent_1_ano;rent_2_anos;rent_5_anos;rent_10_anos;rent_real_mes;rent_real_3_meses;rent_real_1_ano;rent_real_2_anos;rent_real_5_anos;rent_real_10_anos;p/l;p/vp;dividend yield;payout;margem liquida;margem bruta;margem ebit;margem ebitda;ev/ebitda;ev/ebit;p/ebitda;p/ebit;p/ativo;p/cap giro;p/ativ circ liq;psr;vpa;lpa;giro ativos;roe;roic;roa;dívida líquida/patrimônio;dívida líquida/ebitda;dívida líquida/ebit;dívida bruta/patrimônio;patrimônio/ativos;passivos/ativos;liquidez corrente;cagr receitas 5 anos;cagr lucros 5 anos;valor mercado;valor firma;patrimorio liquido;total de papeis;ativos;ativo circulante;divida bruta;divida liquida;disponibilidade;segmento listagem;free float;tag along;liquidez media diaria;setor;segmento
CRDE3;cr2 empreendimentos;07820907/0001-46;2007;84;2006;CRDE3;16.0;45.99;0.13;-25.23;-35.95;28.22;-59.5;45.99;-0.02;-28.01;-43.98;-2.56;-77.4;-6.51;0.43;;;-147.13;43.15;-189.27;;;-4.2;;-5.06;0.36;3.54;-0.41;9.58;37.5;-2.46;0.04;-6.55;-8.67;-5.59;-0.07;;0.86;;0.85;0.15;5.02;-5.2;;38754000.0;32166000.0;90837000.0;2422000.0;107496000.0;13665000.0;;-6588000.0;6588000.0;Novo Mercado;98.29;;80000.0;Consumo Cíclico;Incorporações 
CREM3;cremer sa;82641325/0001-18;;;;CREM3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;;2.1;30.3;7.39;9.87;4.47;5.98;;;;;;;5.91;0.44;0.98;7.5;9.28;2.05;1.58;4.47;5.98;1.58;0.27;0.73;1.29;;;;299810000.0;189701000.0;32077000.0;693720000.0;418110000.0;299810000.0;299810000.0;;Tradicional;0.21;;;Medicamentos e Outros Produtos;
CRFB3;atacadão;75315333/0001-09;2017;84372;1980;CRFB3;10.84;-7.67;-1.45;-36.36;-45.59;-19.16;;-7.67;-1.6;-38.73;-52.41;-38.57;;18.19;1.13;2.43;33.74;1.16;19.08;4.56;6.32;6.0;8.32;3.32;4.61;0.26;-5.66;-0.46;0.21;9.57;0.6;1.24;6.23;10.12;1.68;0.91;2.67;3.71;1.04;0.23;0.75;0.9;14.9;-4.5;22848118000.0;41208118000.0;20162000000.0;2107760000.0;87919000000.0;38250000000.0;21028000000.0;18360000000.0;2668000000.0;Novo Mercado;25.14;100.00;108633000.0;Consumo não Cíclico;Alimentos 
CRIV3;financeira alfa sa;17167412/0001-13;1977;787;1954;CRIV4. CRIV3;5.32;-2.03;2.31;88.1;7.33;;;-2.03;2.16;81.1;-6.12;;;21.17;0.52;4.46;94.32;1.49;20.51;;;;;;;0.04;0.09;-0.07;0.31;10.27;0.25;0.13;2.45;-0.47;-0.09;-5.76;;;;0.08;0.93;59.1;-2.85;;539697000.0;-5555376000.0;1057389000.0;102942000.0;13724908000.0;6095074000.0;;-6095074000.0;6095074000.0;Tradicional;24.25;;8000.0;Financeiro;Sociedade de Crédito e Financiamento 
CRIV4;financeira alfa sa;17167412/0001-13;1977;787;1954;CRIV4. CRIV3;5.14;-6.03;-9.67;16.03;-4.42;8.9;;-6.03;-9.81;11.71;-16.4;-17.24;;20.46;0.5;4.61;94.32;1.49;20.51;;;;;;;0.04;0.09;-0.07;0.3;10.27;0.25;0.13;2.45;-0.47;-0.09;-5.76;;;;0.08;0.93;59.1;-2.85;;539697000.0;-5555376000.0;1057389000.0;102942000.0;13724908000.0;6095074000.0;;-6095074000.0;6095074000.0;Tradicional;24.25;;114000.0;Financeiro;Sociedade de Crédito e Financiamento 
CRPG3;tronox pigmentos do brasil;15115504/0001-24;1970;595;1966;CRPG3. CRPG5. CRPG6;40.01;0.02;;;-52.91;205.12;;0.02;;;-58.81;131.87;;11.73;1.39;13.13;208.6;12.85;11.83;8.73;;;14.57;;17.28;1.05;2.27;-2.67;1.51;28.85;3.41;0.7;11.82;7.8;8.93;-0.16;;-2.0;0.01;0.76;0.24;4.17;3.9;-8.66;1113452000.0;978931000.0;837085000.0;29018000.0;1107912000.0;673614000.0;8895000.0;-134521000.0;143416000.0;Tradicional;100.0;;5000.0;Materiais Básicos;Químicos Diversos 
CRPG5;tronox pigmentos do brasil;15115504/0001-24;1970;595;1966;CRPG3. CRPG5. CRPG6;38.89;3.13;48.1;67.97;-48.02;247.77;;3.13;47.88;61.72;-54.53;164.28;;11.41;1.35;13.51;208.6;12.85;11.83;8.73;;;14.57;;16.79;1.02;2.2;-2.6;1.47;28.85;3.41;0.7;11.82;7.8;8.93;-0.16;;-2.0;0.01;0.76;0.24;4.17;3.9;-8.66;1113452000.0;978931000.0;837085000.0;29018000.0;1107912000.0;673614000.0;8895000.0;-134521000.0;143416000.0;Tradicional;100.0;;794000.0;Materiais Básicos;Químicos Diversos 
CRPG6;tronox pigmentos do brasil;15115504/0001-24;1970;595;1966;CRPG3. CRPG5. CRPG6;34.83;-2.71;16.04;26.43;-58.76;186.74;;-2.71;15.87;21.72;-63.93;117.9;;10.21;1.21;15.09;208.6;12.85;11.83;8.73;;;14.57;;15.04;0.91;1.97;-2.33;1.31;28.85;3.41;0.7;11.82;7.8;8.93;-0.16;;-2.0;0.01;0.76;0.24;4.17;3.9;-8.66;1113452000.0;978931000.0;837085000.0;29018000.0;1107912000.0;673614000.0;8895000.0;-134521000.0;143416000.0;Tradicional;100.0;;107000.0;Materiais Básicos;Químicos Diversos 
CSAB3;cia seguros aliança da bahia;15144017/0001-90;1977;109;1870;CSAB4. CSAB3;30.07;;5.88;;;;;;5.72;;;;;14.02;1.17;2.0;29.48;2477.29;-8.27;1641.8;-3778.95;-8.84;20.34;-9.19;21.15;0.58;4.39;-0.71;347.28;25.65;2.15;;8.36;5.25;4.13;-0.27;2.08;-4.8;;0.49;0.51;3.4;-53.71;3.23;274445000.0;222073000.0;196979000.0;7680000.0;398730000.0;74536000.0;;-52372000.0;52372000.0;Tradicional;52.7;;3000.0;Financeiro;Seguradoras 
CSAB4;cia seguros aliança da bahia;15144017/0001-90;1977;109;1870;CSAB4. CSAB3;41.4;3.5;-20.38;;;-22.01;;3.5;-20.5;;;-40.73;;19.3;1.61;1.6;29.48;2477.29;-8.27;1641.8;-3778.95;-8.84;20.34;-12.65;29.12;0.8;6.05;-0.98;478.12;25.65;2.15;;8.36;5.25;4.13;-0.27;2.08;-4.8;;0.49;0.51;3.4;-53.71;3.23;274445000.0;222073000.0;196979000.0;7680000.0;398730000.0;74536000.0;;-52372000.0;52372000.0;Tradicional;52.7;;10000.0;Financeiro;Seguradoras 
CSAN3;cosan;50746577/0001-15;2005;274;1966;CSAN3;19.35;8.71;22.39;12.89;-25.43;128.66;149.06;8.71;22.21;8.69;-34.77;73.77;39.0;-152.18;1.85;2.21;-337.06;-0.57;23.56;23.8;31.14;6.27;8.2;2.81;3.67;0.27;5.21;-0.34;0.87;10.46;-0.13;0.31;-1.22;12.33;1.38;2.28;3.46;4.53;2.86;0.15;0.64;1.41;32.12;-0.83;36263272000.0;80932950000.0;19604893000.0;1874070000.0;131954488000.0;23908110000.0;56055104000.0;44669678000.0;11385426000.0;Novo Mercado;62.49;100.00;13366287000.0;Petróleo. Gás e Biocombustíveis;Exploração  Refino e Distribuição 
CSED3;cruzeiro do sul educacional;62984091/0001-02;;;1965;CSED3;4.25;25.0;86.23;18.93;-67.27;;;25.0;85.95;14.5;-71.37;;;106.76;1.17;1.62;172.83;0.73;46.03;15.87;21.85;3.98;5.48;3.56;4.9;0.34;5.3;-0.45;0.78;3.63;0.04;0.44;1.1;13.62;0.32;0.14;0.42;0.58;0.72;0.29;0.71;1.39;;;1622744000.0;1813684000.0;1385941000.0;381822000.0;4718050000.0;1086201000.0;992853000.0;190940000.0;801913000.0;Nível 1;20.36;;13500000.0;Consumo Cíclico;Serviços Educacionais 
CSMG3;copasa;17281106/0001-03;2003;11633;1963;CSMG3;20.22;-1.17;24.2;94.32;54.19;108.65;207.55;-1.17;24.01;87.08;34.87;58.56;71.65;7.59;1.03;7.36;48.36;15.65;39.84;22.89;34.2;4.82;7.2;3.47;5.19;0.57;12.59;-0.71;1.19;19.62;2.67;0.48;13.59;10.87;7.48;0.4;1.35;2.02;0.54;0.55;0.45;1.3;6.45;11.86;7688717000.0;10677099000.0;7460638000.0;380253000.0;13552425000.0;2677756000.0;4063056000.0;2988382000.0;1074674000.0;Novo Mercado;49.56;100.00;35920000.0;Utilidade Pública;Água e Saneamento 
CSNA3;cia siderurgica nacional;33042730/0001-04;1943;14015;1941;CSNA3;12.89;-1.6;-2.68;18.2;-62.57;131.79;278.9;-1.6;-2.83;13.8;-67.26;76.15;111.47;-29.54;0.89;22.69;-748.19;-1.32;27.49;10.63;;;9.48;;3.66;0.2;1.44;-0.31;0.39;14.5;-0.44;0.51;-3.01;5.78;-0.02;1.41;;5.82;2.2;0.22;0.75;1.6;13.84;;17093350000.0;44237188000.0;19225851000.0;1326093000.0;86595892000.0;31671613000.0;42357221000.0;27143838000.0;15213383000.0;Tradicional;44.47;;181619000.0;Materiais Básicos;Siderurgia 
CSRN3;cosern;08324196/0001-81;1999;818;1961;CSRN6. CSRN5. CSRN3;24.5;4.84;6.34;33.28;61.91;107.05;;4.84;6.18;28.32;41.62;57.34;;6.87;2.67;11.71;111.55;16.42;31.85;26.54;30.92;5.55;6.47;3.65;4.25;0.76;-33.48;-0.98;1.13;9.17;3.56;0.67;38.87;20.58;11.01;1.4;1.91;2.23;1.58;0.28;0.72;0.91;8.76;19.9;4102674000.0;6260674000.0;1541000000.0;168074000.0;5442000000.0;1227000000.0;2438000000.0;2158000000.0;280000000.0;Tradicional;6.95;;5000.0;Utilidade Pública;Energia Elétrica 
CSRN5;cosern;08324196/0001-81;1999;818;1961;CSRN6. CSRN5. CSRN3;25.98;20.84;8.61;48.45;77.87;;;20.84;8.45;42.92;55.58;;;7.29;2.83;8.08;111.55;16.42;31.85;26.54;30.92;5.55;6.47;3.87;4.51;0.8;-35.5;-1.04;1.2;9.17;3.56;0.67;38.87;20.58;11.01;1.4;1.91;2.23;1.58;0.28;0.72;0.91;8.76;19.9;4102674000.0;6260674000.0;1541000000.0;168074000.0;5442000000.0;1227000000.0;2438000000.0;2158000000.0;280000000.0;Tradicional;6.95;;3000.0;Utilidade Pública;Energia Elétrica 
CSRN6;cosern;08324196/0001-81;1999;818;1961;CSRN6. CSRN5. CSRN3;22.23;3.4;-7.38;;-38.14;;;3.4;-7.52;;-45.89;;;6.24;2.42;9.44;111.55;16.42;31.85;26.54;30.92;5.55;6.47;3.31;3.86;0.69;-30.38;-0.89;1.02;9.17;3.56;0.67;38.87;20.58;11.01;1.4;1.91;2.23;1.58;0.28;0.72;0.91;8.76;19.9;4102674000.0;6260674000.0;1541000000.0;168074000.0;5442000000.0;1227000000.0;2438000000.0;2158000000.0;280000000.0;Tradicional;6.95;;20561000.0;Utilidade Pública;Energia Elétrica 
CSUD3;csu digital;01896779/0001-38;2006;5540;1997;CSUD3;12.68;-5.72;21.13;1.54;-45.38;73.15;319.3;-5.72;20.95;-2.24;-52.22;31.58;134.02;6.77;1.34;7.67;55.41;14.09;37.17;19.51;30.65;3.19;5.01;3.11;4.89;0.86;16.91;-1.21;0.95;9.48;1.87;0.9;19.76;16.32;12.75;0.03;0.08;0.13;0.24;0.65;0.35;1.22;5.78;19.02;530024000.0;543772000.0;396265000.0;41800000.0;614333000.0;174752000.0;94145000.0;13748000.0;80397000.0;Novo Mercado;44.26;100.00;4500000.0;Bens Industriais;Serviços Diversos 
CTCA3;centro de tecnologia canavieira sa;06981381/0001-13;2016;438;2004;CTCA3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;34.81;24.9;57.69;25.23;;;-3.66;;;;;;;2.69;0.29;0.37;10.6;5.14;9.3;-0.39;;-3.66;0.04;0.88;0.12;4.66;16.87;28.01;;-338802000.0;862600000.0;320748000.0;983509000.0;409022000.0;37115000.0;-338802000.0;375917000.0;Tradicional;0.0;;;Agricultura;
CTKA3;karsten;82640558/0001-04;1971;1992;1933;CTKA4. CTKA3;18.0;;-16.12;;-35.87;;;;-16.25;;-43.91;;;18.47;-0.77;;;0.97;36.18;5.77;;;16.61;;3.09;0.19;0.7;-0.57;0.18;-23.42;0.97;1.06;-4.16;9.27;1.03;-3.52;;14.16;-3.68;-0.25;1.25;1.69;14.58;;88408000.0;599778000.0;-145301000.0;6205000.0;588887000.0;391564000.0;534693000.0;511370000.0;23323000.0;Tradicional;12.86;;4000.0;Consumo Cíclico;Fios e Tecidos 
CTKA4;karsten;82640558/0001-04;1971;1992;1933;CTKA4. CTKA3;11.0;3.29;59.42;2.8;-59.26;233.33;;3.29;59.18;-1.03;-64.37;153.31;;11.29;-0.47;;;0.97;36.18;5.77;;;16.61;;1.89;0.12;0.43;-0.35;0.11;-23.42;0.97;1.06;-4.16;9.27;1.03;-3.52;;14.16;-3.68;-0.25;1.25;1.69;14.58;;88408000.0;599778000.0;-145301000.0;6205000.0;588887000.0;391564000.0;534693000.0;511370000.0;23323000.0;Tradicional;12.86;;3000.0;Consumo Cíclico;Fios e Tecidos 
CTNM3;coteminas;22677520/0001-76;1971;;1967;CTNM3. CTNM4;9.9;1.85;146.88;;-18.45;58.4;;1.85;146.51;;-28.67;20.37;;-0.99;0.49;;;-17.19;22.43;-5.68;0.06;1119.93;-12.51;268.41;-3.0;0.08;-12.8;-0.13;0.17;20.06;-9.99;0.47;-49.82;-5.08;-14.18;1.75;952.31;-10.64;2.26;0.16;0.75;0.98;0.03;;189412000.0;1265525000.0;614624000.0;30636000.0;3762510000.0;1368980000.0;1385980000.0;1076113000.0;309867000.0;Tradicional;47.07;;54000.0;Consumo Cíclico;Fios e Tecidos 
CTNM4;coteminas;22677520/0001-76;1971;;1967;CTNM3. CTNM4;3.09;-6.36;157.5;16.6;-52.02;-46.72;35.53;-6.36;157.11;12.26;-58.03;-59.51;-24.36;-0.31;0.15;;;-17.19;22.43;-5.68;0.06;1119.93;-12.51;83.78;-0.94;0.03;-4.0;-0.04;0.05;20.06;-9.99;0.47;-49.82;-5.08;-14.18;1.75;952.31;-10.64;2.26;0.16;0.75;0.98;0.03;;189412000.0;1265525000.0;614624000.0;30636000.0;3762510000.0;1368980000.0;1385980000.0;1076113000.0;309867000.0;Tradicional;47.07;;107000.0;Consumo Cíclico;Fios e Tecidos 
CTSA3;santanense;21255567/0001-89;1984;1833;1891;CTSA8. CTSA4. CTSA3;3.9;-7.36;160.0;-36.69;-67.61;-74.14;;-7.36;159.61;-39.05;-71.67;-80.35;;40.67;0.81;;;1.51;8.73;5.96;8.65;8.06;11.7;7.09;10.29;0.4;-5.17;-0.56;0.61;4.83;0.1;0.66;1.98;1.74;0.99;0.42;3.73;5.41;0.51;0.5;0.5;0.78;-1.29;-38.77;153570000.0;285759000.0;311350000.0;64443000.0;625470000.0;176560000.0;159059000.0;132189000.0;26870000.0;Tradicional;132.85;;218000.0;Consumo Cíclico;Fios e Tecidos 
CTSA4;santanense;21255567/0001-89;1984;1833;1891;CTSA8. CTSA4. CTSA3;2.46;-19.08;136.54;-16.89;-78.72;-57.22;;-19.08;136.19;-19.98;-81.39;-67.49;;25.65;0.51;;;1.51;8.73;5.96;8.65;8.06;11.7;4.47;6.49;0.25;-3.26;-0.35;0.39;4.83;0.1;0.66;1.98;1.74;0.99;0.42;3.73;5.41;0.51;0.5;0.5;0.78;-1.29;-38.77;153570000.0;285759000.0;311350000.0;64443000.0;625470000.0;176560000.0;159059000.0;132189000.0;26870000.0;Tradicional;132.85;;827000.0;Consumo Cíclico;Fios e Tecidos 
CTSA8;santanense;21255567/0001-89;1984;1833;1891;CTSA8. CTSA4. CTSA3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;;1.51;8.73;5.96;8.65;8.06;11.7;;;;;;;4.83;0.1;0.66;1.98;1.74;0.99;0.42;3.73;5.41;0.51;0.5;0.5;0.78;-1.29;-38.77;153570000.0;285759000.0;311350000.0;64443000.0;625470000.0;176560000.0;159059000.0;132189000.0;26870000.0;Tradicional;132.85;;;Fios e Tecidos;
CURY3;cury;08797760/0001-83;2020;;;CURY3;15.9;7.58;23.33;124.69;76.44;;;7.58;23.15;116.32;54.33;;;12.9;5.5;1.7;63.72;14.96;37.2;19.37;;;9.42;;9.96;1.7;3.4;-7.77;1.93;2.89;1.23;0.88;42.66;30.76;13.89;-0.3;;-0.55;0.56;0.31;0.65;2.77;;;4640813000.0;4385507000.0;843586000.0;291875000.0;2733836000.0;2136273000.0;474517000.0;-255306000.0;729823000.0;Novo Mercado;35.1;0.10;5268000.0;Consumo Cíclico;Incorporações 
CVCB3;cvc brasil;10760260/0001-19;2013;3068;2009;CVCB3;3.05;-26.15;-7.29;-55.28;-88.77;-93.09;;-26.15;-7.43;-56.95;-90.18;-94.75;;-3.43;7.12;;;-32.23;100.0;-4.74;12.16;11.59;-29.76;9.09;-23.34;0.36;-1.04;-0.7;1.11;0.43;-0.89;0.33;-207.44;-6.91;-10.57;1.96;2.5;-6.42;4.87;0.05;0.95;0.58;-5.47;;1353937000.0;1726440000.0;190218000.0;443913000.0;3732732000.0;1791005000.0;925902000.0;372503000.0;553399000.0;Novo Mercado;62.17;100.00;124003000.0;Consumo Cíclico;Viagens e Turismo 
CXSE3;caixa seguridade;22543331/0001-00;2020;;1967;CXSE3;10.13;-2.6;8.43;67.62;4.13;;;-2.6;8.27;61.38;-8.92;;;9.39;2.58;8.42;80.02;;;;;;8.0;;8.36;2.41;21.84;-2.93;;3.93;1.08;;27.48;26.24;25.67;-0.11;;-0.36;;0.93;0.07;2.68;;;30390000000.0;29093916000.0;11776688000.0;3000000000.0;12608102000.0;2219859000.0;;-1296084000.0;1296084000.0;Novo Mercado;17.25;100.00;67523000.0;Financeiro;Seguradoras 
CYRE3;cyrela;73178600/0001-18;1994;2495;1993;CYRE3;21.89;14.31;41.13;79.87;-3.61;143.45;96.91;14.31;40.92;73.17;-15.69;85.01;9.9;10.79;1.21;;27.85;14.84;31.93;16.53;15.15;12.83;11.77;10.57;9.69;0.54;1.63;-1.14;1.6;18.07;2.03;0.33;11.23;6.51;5.39;0.26;2.27;2.08;0.65;0.44;0.52;2.65;11.67;170.85;8750369000.0;10626770000.0;7222283000.0;399742000.0;16321140000.0;8629089000.0;4670766000.0;1876401000.0;2794365000.0;Novo Mercado;68.58;100.00;158450000.0;Consumo Cíclico;Incorporações 
DASA3;dasa;61486650/0001-83;2004;21451;1966;DASA3;11.3;14.72;35.98;-35.28;-81.17;-54.59;0.88;14.72;35.78;-37.69;-83.53;-65.49;-43.7;-10.74;0.93;0.86;-37.83;-4.36;29.13;8.63;16.14;7.32;13.7;2.9;5.43;0.31;-3.01;-0.37;0.47;12.11;-1.05;0.67;-8.69;4.67;-2.93;1.42;4.42;8.27;1.72;0.34;0.66;0.58;28.02;;6334534000.0;15985141000.0;6790603000.0;560578000.0;20200097000.0;2882030000.0;11649000000.0;9650607000.0;1998393000.0;Tradicional;12.82;;194000.0;Saúde;Serviços Médicos. Hospitalares. Análises e Diagnósticos 
DESK3;desktop;08170849/0001-15;;;;DESK3;12.93;15.55;51.41;;-44.92;;;15.55;51.18;;-51.82;;;19.22;0.94;;2.09;7.56;63.74;32.6;46.5;2.65;3.78;3.12;4.46;0.39;-2300.48;-0.46;1.45;13.79;0.67;0.27;4.88;18.37;2.32;-0.14;-0.48;-0.68;0.05;0.42;0.58;1.0;;;1127236000.0;955593000.0;1202233000.0;87179000.0;2896223000.0;420754000.0;62459000.0;-171643000.0;234102000.0;Nível 1;35.0;100.00;19253000.0;Telecomunicações;Telecomunicações 
DEXP3;dexxos participações sa;02193750/0001-52;1997;808;1997;DEXP4. DEXP3;9.42;-1.26;15.87;23.78;;;;-1.26;15.7;19.17;;;;6.45;1.44;;17.5;7.03;18.95;13.35;14.72;3.19;3.51;3.08;3.4;0.64;1.54;-1.75;0.45;6.55;1.46;1.42;22.29;22.65;12.07;0.05;0.12;0.13;0.52;0.45;0.46;2.91;21.58;85.57;883067000.0;916499000.0;616253000.0;94013000.0;1378378000.0;872971000.0;320778000.0;33432000.0;287346000.0;Tradicional;99.61;80.00;5327000.0;Materiais Básicos;Petroquímicos 
DEXP4;dexxos participações sa;02193750/0001-52;1997;808;1997;DEXP4. DEXP3;8.98;-1.86;12.39;29.96;;;;-1.86;12.22;25.12;;;;6.15;1.37;;17.5;7.03;18.95;13.35;14.72;3.19;3.51;2.94;3.24;0.61;1.47;-1.67;0.43;6.55;1.46;1.42;22.29;22.65;12.07;0.05;0.12;0.13;0.52;0.45;0.46;2.91;21.58;85.57;883067000.0;916499000.0;616253000.0;94013000.0;1378378000.0;872971000.0;320778000.0;33432000.0;287346000.0;Tradicional;99.61;;20053000.0;Materiais Básicos;Petroquímicos 
DIRR3;direcional engenharia;16614075/0001-00;2008;5253;1981;DIRR3;19.62;3.26;16.37;77.05;52.17;316.69;177.09;3.26;16.2;70.46;33.1;216.66;54.65;14.17;2.52;3.57;84.53;10.67;35.19;18.88;21.18;7.85;8.81;7.14;8.0;0.53;1.61;-0.97;1.51;7.78;1.38;0.35;17.79;13.68;4.67;0.25;0.71;0.8;1.05;0.21;0.77;3.43;14.07;;3404070000.0;3744977000.0;1350290000.0;173500000.0;6482026000.0;2979504000.0;1412834000.0;340907000.0;1071927000.0;Novo Mercado;47.78;100.00;17245000.0;Consumo Cíclico;Incorporações 
DMMO11;dommo energia;08926302/0001-05;2014;256;2007;DMMO11. DMMO3;0.34;;;13.33;-10.53;;;;;9.11;-21.74;;;-49.97;-0.33;;;-1.1;54.53;8.16;;;38.86;;6.75;0.65;2.29;-1.31;0.55;-1.03;-0.01;1.18;-0.66;-4.91;-1.3;0.14;;-2.85;;-1.96;2.95;2.27;-9.18;;1132633000.0;1055146000.0;-553275000.0;539349000.0;283000000.0;143000000.0;;-77487000.0;77487000.0;Tradicional;0.0;100.00;16000.0;Petróleo. Gás e Biocombustíveis;Exploração  Refino e Distribuição 
DMMO3;dommo energia;08926302/0001-05;2014;256;2007;DMMO11. DMMO3;1.76;;;18.12;93.41;-87.15;;;;13.72;69.17;-90.23;;-258.65;-1.72;;;-1.1;54.53;8.16;;;38.86;;34.96;3.35;11.87;-6.78;2.85;-1.03;-0.01;1.18;-0.66;-4.91;-1.3;0.14;;-2.85;;-1.96;2.95;2.27;-9.18;;1132633000.0;1055146000.0;-553275000.0;539349000.0;283000000.0;143000000.0;;-77487000.0;77487000.0;Tradicional;0.0;;13452000.0;Petróleo. Gás e Biocombustíveis;Exploração  Refino e Distribuição 
DMVF3;d1000 varejo farma participações sa;12108897/0001-50;;;2010;DMVF3;5.19;11.61;53.1;29.75;-44.07;;;11.61;52.87;24.92;-51.08;;;15.5;0.31;;;1.11;32.72;2.8;4.69;3.25;5.44;3.67;6.15;0.18;3.94;-0.25;0.17;16.76;0.33;1.04;2.0;4.8;1.15;-0.04;-0.42;-0.71;0.03;0.58;0.42;1.19;;;262628000.0;232432000.0;847883000.0;50602000.0;1472827000.0;416957000.0;28227000.0;-30196000.0;58423000.0;Novo Mercado;37.62;100.00;4536000.0;Saúde;Medicamentos e Outros Produtos 
DOHL3;dohler;84683408/0001-03;1973;2555;1966;DOHL3. DOHL4;10.0;;;;-61.85;;;;-0.15;-3.72;-66.63;;;4529.66;1.06;;103.01;0.03;19.64;-0.52;2.41;43.67;-203.71;48.27;-225.2;0.77;1.67;-1.67;1.16;9.41;;0.66;0.02;-0.83;0.02;0.03;1.54;-7.19;0.17;0.72;0.28;6.64;6.26;-67.98;660095000.0;684256000.0;712040000.0;75645000.0;984460000.0;531800000.0;118431000.0;24161000.0;94270000.0;Tradicional;12.77;;;Fios e Tecidos;
DOHL4;dohler;84683408/0001-03;1973;2555;1966;DOHL3. DOHL4;5.45;-5.38;29.15;-3.88;-18.75;15.71;;-5.38;28.96;-7.46;-28.93;-12.07;;2468.66;0.58;;103.01;0.03;19.64;-0.52;2.41;43.67;-203.71;26.31;-122.73;0.42;0.91;-0.91;0.63;9.41;;0.66;0.02;-0.83;0.02;0.03;1.54;-7.19;0.17;0.72;0.28;6.64;6.26;-67.98;660095000.0;684256000.0;712040000.0;75645000.0;984460000.0;531800000.0;118431000.0;24161000.0;94270000.0;Tradicional;12.77;;32000.0;Consumo Cíclico;Fios e Tecidos 
DOTZ3;dotz;09229201/0001-30;;;;DOTZ3;1.35;21.62;68.75;-64.38;-91.91;;;21.62;68.5;-65.71;-92.92;;;-1.9;-0.96;;;-69.3;87.88;-76.62;;;-1.26;;-1.72;0.5;-1.43;-1.13;1.31;-1.4;-0.71;0.38;-50.84;138.56;-26.16;0.26;;0.46;-0.59;-0.51;1.51;0.62;;;178292000.0;130572000.0;-184960000.0;132068000.0;359388000.0;201544000.0;109534000.0;-47720000.0;157254000.0;Nível 1;30.39;100.00;5028000.0;Financeiro;Outros 
DTCY3;dtcom - direct to company sa;03303999/0001-36;2000;105;1999;DTCY4. DTCY3;6.0;;;8.3;-45.6;;;;;4.27;-52.42;;;160.55;-120.99;;;4.05;18.63;-3.18;;;-351.33;;-204.24;5.96;-51.73;-10.6;6.5;-0.05;0.04;0.92;-75.36;-55.05;3.71;-1.41;;-2.38;-2.08;-0.05;1.05;0.79;-10.14;-27.24;114106000.0;114885000.0;-552000.0;11131000.0;11200000.0;4899000.0;1146000.0;779000.0;367000.0;Tradicional;2.02;;120000.0;Bens Industriais;Serviços Diversos 
DTCY4;dtcom - direct to company sa;03303999/0001-36;2000;105;1999;DTCY4. DTCY3;111.0;;;;;;;;;;;;;2970.09;-2238.33;;;4.05;18.63;-3.18;;;-351.33;;-3778.46;110.32;-957.05;-196.09;120.24;-0.05;0.04;0.92;-75.36;-55.05;3.71;-1.41;;-2.38;-2.08;-0.05;1.05;0.79;-10.14;-27.24;114106000.0;114885000.0;-552000.0;11131000.0;11200000.0;4899000.0;1146000.0;779000.0;367000.0;Tradicional;2.02;;;Serviços Diversos;
DXCO3;duratex;97837181/0001-47;2007;10738;1962;DXCO3;7.58;-13.07;23.65;-5.88;-57.31;-1.15;-14.33;-13.07;23.47;-9.38;-62.66;-24.88;-52.19;9.15;1.05;4.47;40.91;8.43;34.61;17.59;28.53;4.47;7.25;2.7;4.38;0.4;3.44;-0.58;0.77;7.24;0.83;0.52;11.45;11.34;4.45;0.68;1.77;2.86;0.93;0.38;0.61;1.58;10.27;10.0;6219892000.0;10282616000.0;5938499000.0;820566000.0;15625433000.0;4925599000.0;5552197000.0;4062724000.0;1489473000.0;Novo Mercado;36.93;100.00;64253000.0;Materiais Básicos;Madeira 
EALT3;electro aco altona;82643537/0001-34;1950;1300;1924;EALT4. EALT3;8.3;-5.14;5.06;17.4;-39.39;49.5;;-5.14;4.9;13.03;-46.99;13.61;;5.39;0.88;;18.72;7.22;21.92;11.2;15.08;4.04;5.45;2.58;3.48;0.36;-18.39;-0.56;0.39;9.44;1.54;0.92;16.29;14.35;6.66;0.51;1.5;2.02;0.55;0.41;0.59;0.95;14.19;23.09;183817000.0;292392000.0;212507000.0;22500000.0;519532000.0;185035000.0;116970000.0;108575000.0;8395000.0;Tradicional;100.0;;175000.0;Bens Industriais;Máquinas e Equipamentos Industriais 
